,"Temperature, K",p(CH4)/p(O2),"p total, bar","Contact time, s",ei
Os:63.0 Ge:15.7 Sc:8.1 As:7.8 Co:3.8 Si:1.5 W:0.2 Re:0.0,973.15,3.0,1.0,-1.9976411772951486,0.07826445867126708
Ge:47.9 B:16.0 F:13.4 C:10.7 Sc:7.9 Co:3.9 W:0.3 Os:0.1,1073.0,2.10686993598938,1.8561279825949915,-0.28399665636520083,0.07741604885047315
C:31.2 Sc:28.8 Si:16.0 Ge:16.0 As:8.0,1098.15,3.0,1.0,-1.035810825260629,0.07736130977444566
Os:47.6 Mg:17.6 Sc:14.5 Ge:10.5 As:8.3 Co:1.1 W:0.3 Re:0.2,1000.0,2.003002882003784,1.0130000114440918,0.3010299956639812,0.07691402846454715
As:49.2 Mn:25.1 Ge:13.2 Sc:7.8 Pm:2.7 Mo:1.7 Os:0.3 W:0.1,1023.0,4.0,1.0130000114440918,-0.3187587626244128,0.07636612145299443
Ru:30.1 Ca:25.7 B:25.5 Sc:11.9 Pt:3.4 Ge:3.3,984.0,4.716980934143066,1.0130000114440918,0.8573324964312685,0.07582672386314743
C:59.9 Ge:24.8 Nb:8.6 Tl:4.4 As:1.4 I:0.7 Os:0.2 W:0.1,973.15,3.0,3.6245940157951684,-1.1426675035687315,0.07571833351405993
Ag:77.2 Si:22.8,1093.0,9.970587730407717,5.987262210748677,-0.6575773191777937,0.07521243098903485
C:38.1 Sc:24.4 Ge:21.6 As:9.0 I:6.9,954.8021997937485,2.3,1.0,-1.3429972607289604,0.07485970321726271
C:34.9 Sc:25.4 Ge:14.0 As:13.5 B:12.3,1048.0,8.757575988769531,1.0130000114440918,-1.856820828323897,0.07188480732957853
Ni:93.6 Ge:6.4,923.0,3.0,1.0130000114440918,-0.13243945456833028,0.06956529943850448
Ir:43.3 Si:17.4 Ge:16.6 Al:14.1 Sc:8.6,473.0,2.5,1.0,0.14976232033333206,0.0695647370758023
Re:62.6 Sc:19.9 Si:7.5 As:6.1 Ge:3.9,1073.0,3.607609010170515,1.0130000114440918,-1.4814860601221125,0.06928199741566937
Os:47.1 Si:16.6 As:14.8 Ge:10.2 Sc:8.8 Co:2.4 Re:0.0 W:0.0,1073.0,1.5061199633827143,1.0130000114440918,-1.4559319556497243,0.06881763363303711
C:73.9 I:8.8 Ge:8.1 Al:5.4 Cu:1.7 Re:1.6 Os:0.5 W:0.0,1203.15,4.0,1.8400672169964083,-0.8469041123116552,0.06764527784663105
Si:82.6 Ge:17.4,1113.15,3.0,2.4630477548574197,-1.1821283440127954,0.0658965442666487
C:35.5 Si:24.0 Ge:20.5 Sc:14.0 As:5.5 Co:0.2 W:0.2 Os:0.0,1073.0,2.4970059394836426,1.0130000114440918,-0.9625735020593764,0.06550056446922364
Ge:40.9 Re:33.6 Sc:12.6 I:7.2 B:5.8,1053.0,2.0,1.0130000114440918,0.25527250510330607,0.06357972126986605
Cu:44.4 Pd:18.9 Ge:12.2 C:11.5 Sc:7.1 Mo:5.3 Os:0.3 W:0.2,973.0,2.0303030014038086,1.0130000114440918,-0.7958800173440752,0.06297566674120586
Pt:37.8 Sc:24.3 Ge:17.5 Co:10.6 Si:6.2 As:3.6,1023.0,6.083916187286378,1.3622623887135872,-1.9208187539523751,0.0627640750056086
Tl:46.0 Ge:17.5 Sc:13.5 Si:8.6 Co:7.8 As:6.3 W:0.2 Os:0.1,973.15,1.6978852259164527,1.0,-2.8583341050115214,0.0621438189932369
Sc:37.6 C:29.3 As:16.9 Ca:8.6 Ge:7.6,973.15,3.0,1.0,-1.1426675035687315,0.061760149751079296
Au:32.1 Ge:27.2 Si:24.6 Sc:9.4 As:6.8,1023.15,4.0,1.0,0.17609125905568124,0.060208031200895074
Cd:57.0 Sc:26.8 Ge:5.2 Si:5.0 Co:4.1 As:1.9,823.15,2.6,1.0,-1.988261596728756,0.059233305699630256
Hf:71.0 Ge:12.3 B:11.5 I:5.2,1073.0,3.0,1.0130000114440918,-1.2218487496163564,0.058191147024760914
Au:37.0 Ge:30.3 Si:18.2 B:9.3 As:5.3,973.15,3.0,1.0,-1.3010299956639813,0.05801399815189351
Si:37.9 C:22.8 Ge:19.6 As:10.1 Sc:5.8 Co:3.8,1023.0,2.0303030014038086,1.0130000114440918,0.47712125471966244,0.057774858083165626
Mo:74.3 Ge:10.6 Sc:8.8 Si:3.8 Co:1.2 As:1.1 W:0.1 Os:0.0,1043.0,5.0,1.0130000114440918,-1.3979400086720375,0.05668843900941273
Re:72.0 Sc:13.2 C:8.5 Ge:6.3,1073.15,3.0,1.0,-1.0707343817469344,0.05655615658083857
Ge:48.0 W:30.8 C:8.5 As:7.2 Sc:4.7 Co:0.9,473.0,2.5,1.0,0.14976232033333206,0.056001041694441256
Si:84.3 Sc:15.7,1155.15,2.4,1.0,-0.8346567344775411,0.055144738631007384
C:50.1 Ge:28.0 Sc:10.7 Nb:7.5 As:3.6,1073.15,3.3,1.0,-0.5708022975975203,0.055022754123401296
Si:41.1 Ge:25.6 Tl:15.6 B:11.8 C:6.0,1073.0,4.4587958827407626,1.0130000114440918,-0.5228787452803376,0.05435127998239919
Tl:35.6 B:25.8 Ge:22.3 C:10.7 Mo:5.5,1048.0,4.7619051933288565,1.0130000114440918,0.17609125905568124,0.05411183642527245
Sc:36.6 C:27.8 Ge:15.8 As:14.3 I:5.5,973.15,3.0,1.0,-1.1426675035687315,0.05376018867223242
Re:66.9 Ge:19.3 Si:7.0 Sc:3.9 As:2.9,973.0,4.3888888359069815,1.0130000114440918,0.9030899869919435,0.05328662762900116
Tl:34.4 Ge:24.0 Si:23.7 B:10.4 Cr:7.5,873.15,3.0,1.0,-1.408935392973501,0.0531790279028615
C:41.3 Au:24.1 Ge:17.5 Sc:6.6 As:5.4 Co:5.1,713.15,0.7979158403257062,1.0,-1.6419695977020592,0.05314313397545589
Re:72.8 Ca:27.2,873.15,4.0,1.0,-3.5054533845649933,0.05251118118786963
Pb:50.4 Sc:29.5 Ge:9.6 Si:6.0 As:3.1 Co:1.0 Os:0.2 W:0.1,1023.0,6.0,1.0130000114440918,-1.0,0.052481935085682
Ir:33.0 Ge:21.7 Al:19.0 Sc:16.4 Cr:7.0 B:2.3 W:0.5 Re:0.2,923.0,2.7230986240566213,1.0130000114440918,-1.2218487496163564,0.05234348415492274
Cu:73.9 Ge:13.4 Lu:6.3 Co:5.3 Sc:0.6 As:0.3 W:0.1 Os:0.0,723.15,4.0,1.0,-3.2102265268872308,0.05145909692508327
Ir:57.9 Ge:16.8 Sc:16.4 As:4.6 Si:3.2 Co:1.0 W:0.0 Os:0.0,1073.0,4.0,1.0130000114440918,-1.4559319556497243,0.05136318571752185
C:56.7 Sc:17.5 Pd:11.7 Al:9.8 Si:4.3,1175.15,2.1,1.0,-1.6039408850539072,0.05119566821384103
Mg:89.8 Tb:5.1 Na:5.1,773.15,4.0,1.0,0.17609125905568124,0.05106838160304433
Ge:38.7 Pt:33.9 Sc:13.3 Si:12.8 As:1.3,1073.0,5.0,1.75508361045448,-0.744727494896694,0.047475521800771636
Mo:62.0 C:15.4 Cd:10.3 Be:7.4 Au:4.9,1073.0,4.5,1.0130000114440918,0.3010299956639812,0.046758914354994296
Au:44.8 Ge:17.4 V:12.6 C:10.5 Er:7.8 Ho:6.3 W:0.5 Os:0.2,898.8046534249268,2.728996507790673,1.0,0.7885589951269969,0.0461150520895145
Mo:73.1 Ge:26.9,977.0,4.415093898773193,1.0130000114440918,0.8750612633917001,0.04581430691766375
Pt:38.3 B:25.2 Ge:23.6 K:7.2 Co:2.9 Sc:2.5 Os:0.2 W:0.1,1023.15,2.7289648280269194,1.0,-1.5409548089261327,0.045656769176073086
W:61.2 C:17.9 Sc:8.2 Cu:8.1 Co:3.4 Ge:1.0 Os:0.2 Re:0.0,1073.15,4.0,1.5334060039266937,-1.34736693191689,0.044967014397571003
Mn:32.0 Ge:29.3 Sc:22.3 As:11.1 C:5.3,853.15,2.5,1.0,-1.4481841776489843,0.044320755974588066
C:73.5 Si:10.4 Co:7.9 Sc:5.0 Ge:2.8 As:0.2 W:0.1 Os:0.1,1123.0,4.5,1.0130000114440918,0.25527250510330607,0.04384213704651169
C:34.6 Tl:30.7 Ge:27.8 Co:4.2 As:1.4 Sc:1.1 Os:0.1 W:0.1,683.15,1.895540691896141,1.4724867847824803,-1.6419695977020592,0.042124306304598735
Si:30.4 Os:26.3 Ge:21.8 Sc:14.5 As:4.6 Co:2.4 W:0.1 Re:0.0,923.0,2.5,1.0130000114440918,0.43136376415898736,0.04209844837506638
C:51.4 Ge:27.8 Sc:14.7 Mo:4.3 As:1.0 Co:0.6 W:0.1 Os:0.1,1128.15,3.0,1.0,-0.7293857977099416,0.04151615586576285
Si:86.6 Ge:13.4,1114.15,3.0,1.0,-1.2065348024404046,0.04125669367615975
Ir:63.0 Al:15.9 C:8.9 Ge:6.1 Co:3.3 Sc:2.2 W:0.4 Os:0.1,1048.0,5.494504928588867,1.0130000114440918,-0.42021640338318983,0.04084171835918138
Os:52.6 Si:22.1 Sc:9.1 As:9.1 Ge:6.3 Co:0.8 Re:0.1 W:0.0,723.15,2.5,1.0,0.14976232033333123,0.040342128725741
Si:48.5 Ge:28.9 C:22.5,1048.15,4.0,1.0,-1.974366488939302,0.040306862329979876
Sc:43.0 C:36.2 Ge:8.1 Mo:7.7 Co:3.0 Cd:1.6 W:0.3 Os:0.1,1054.9508,3.0,1.7788457636033914,-0.3793955346102758,0.03947983644909203
F:69.7 Zr:25.9 Ge:4.4,1023.0,2.609375,1.0130000114440918,-0.2218487496163564,0.03927543869926586
Os:55.9 Ge:21.7 As:8.8 C:8.8 Sc:3.0 Co:1.2 W:0.6 Re:0.1,923.15,2.6,1.1524617896911455,-1.988261596728756,0.03907920492830519
Mo:35.0 Sc:22.3 C:16.6 Ge:13.5 Nb:12.7,1013.0,9.013513565063477,1.0130000114440918,0.146128035678238,0.03830000393694516
Re:76.3 Sc:10.8 Si:7.6 As:1.8 Co:1.7 Ge:1.5 W:0.2 Os:0.1,1173.0,2.3809518814086914,2.722682257815635,0.17609125905568124,0.03782595782193393
Os:42.8 Ge:33.0 C:14.2 Sc:5.8 Zr:2.6 Ni:1.7,760.0858206228502,1.8414263034886538,1.0,-1.974366488939302,0.037784258567825135
C:54.8 Ge:37.6 B:5.1 Pt:2.5,1073.15,2.9984096791627004,1.0,-1.2038226173296627,0.0370446529725712
C:47.1 Ge:44.5 Mo:5.5 Si:2.9,1168.15,2.4,1.0,-0.8346567344775411,0.036698790331224196
Ta:45.5 Ge:35.0 Sc:8.1 S:7.8 Si:3.6,1023.0,9.571429252624512,1.04530943109887,-0.8041003475907662,0.036501786340737585
Si:51.7 C:21.3 Ge:20.0 Sc:2.5 As:2.5 Co:2.0,848.15,1.4231717145024774,1.0,-2.3769212408026257,0.034396805187764196
Os:56.4 Sc:14.5 Ge:12.3 Si:12.0 Co:4.1 Re:0.2 W:0.2 As:0.2,923.15,2.6,1.0,-1.988261596728756,0.0343497829104524
C:67.9 Ge:9.8 Al:7.9 Si:7.9 As:4.3 Ni:2.0 W:0.2 Er:0.1,1173.0,2.3809518814086914,1.0130000114440918,0.17609125905568124,0.034293640269416226
Os:51.5 Si:14.3 Rb:11.3 Cs:8.3 Co:7.8 As:6.4 Re:0.3 W:0.1,723.15,3.0,1.0,-1.4039529924545608,0.03364091654002363
Re:34.7 Ru:26.4 Ge:16.9 Sc:11.9 C:10.1,923.0,2.0303030014038086,1.0130000114440918,-0.7958800173440752,0.03315331928682386
C:43.6 Si:26.5 Ge:14.7 Mo:10.4 Co:3.1 Sc:1.6 Os:0.0 W:0.0,1153.15,2.0,1.0,-1.6120587752760867,0.03314802693537783
Ca:29.6 Pd:28.7 Os:24.0 Ti:8.1 Co:5.0 Tb:4.4 W:0.1 Re:0.0,823.15,1.007465242697997,1.0,-1.5053816285233883,0.03250334255653706
Tl:45.7 Ge:25.4 Sc:15.4 As:6.7 Pd:6.4 Co:0.2 W:0.2 Os:0.0,1053.0,4.827586174011231,1.0130000114440918,0.0,0.03176110054571904
Ge:34.4 C:32.5 Si:23.4 Al:6.3 Sc:2.9 Co:0.3 W:0.2 Os:0.1,1046.3530621474915,5.0,1.0,-0.5720921355007519,0.0314790661913224
Re:67.2 Si:11.2 Sc:9.2 Ge:7.3 As:2.6 Co:2.4 W:0.1 Os:0.0,1023.0,9.571429252624512,1.0130000114440918,-0.38510278396686537,0.031083913314686767
Si:61.2 C:38.8,1123.15,3.0,1.576440183692243,-0.44369749923271273,0.028508964155728567
Tl:52.9 Si:20.1 Ge:17.0 As:3.7 Sc:3.0 Co:2.9 Os:0.2 W:0.2,923.15,3.0,1.0,-0.7795738085879789,0.028460583639784875
W:72.4 Si:27.6,723.15,4.0,1.0,-1.974366488939302,0.02780321662829649
Re:72.3 Al:12.6 Mo:8.7 As:5.0 Ge:0.8 Co:0.7,973.15,0.6157811436531321,1.0,-1.5806085435784716,0.02699638605362309
C:83.0 Ge:7.9 Mo:5.6 Co:1.5 Os:1.3 Au:0.4 Re:0.2 W:0.1,973.15,6.789173292939669,0.6329562645550739,-1.1782834552689658,0.026690224152960268
In:70.4 Ge:9.1 S:8.0 Sc:7.5 Co:3.5 As:1.2 W:0.2 Os:0.2,973.15,2.0,1.0,-0.09691001300805639,0.026228822279658448
C:36.1 Ge:29.1 Si:26.6 Mo:4.8 Sc:2.5 Co:0.9 W:0.1 Os:0.0,1123.15,3.0,1.0,-0.44369749923271273,0.02426440294483137
Os:50.1 Ge:34.9 B:7.8 Ba:7.2,1073.0,3.0,1.0130000114440918,-0.2218487496163564,0.02412998146008391
Ge:55.7 C:33.7 Mo:6.5 Si:4.1,1073.15,3.0,1.0,-1.3535178529601946,0.02373865280552842
Pt:45.7 Si:26.7 Ge:12.2 C:7.2 Be:6.8 Co:1.2 Os:0.3 W:0.0,1023.15,3.0,4.473619986801481,-1.3010299956639813,0.022518669690073906
Pb:73.1 Ge:18.1 As:3.3 Co:2.3 Sc:2.2 Si:0.7 W:0.2 Os:0.1,1073.15,4.0,0.16749482843968488,-0.9742998703145056,0.0214624240414813
Os:40.4 As:20.2 C:15.3 Ge:14.1 Co:5.7 Al:4.0 Re:0.2 W:0.1,823.0,2.539720477530544,1.0,-0.9842772157371671,0.021303346839341403
Ge:61.0 In:14.5 C:11.9 Sc:9.9 As:1.9 Co:0.6 Os:0.1 W:0.0,1123.15,4.0,0.5462486493435185,-0.9805912688847007,0.02092574519442386
C:59.5 Ge:40.5,1117.15,3.0,1.0,-1.1967316605010692,0.02077308514523979
Mo:41.2 Ca:24.3 C:23.4 Ge:11.0,1073.15,3.3,1.0,-0.5720921355007519,0.0202476329649601
C:48.2 Si:38.6 Ge:4.3 Co:3.9 Sc:2.7 As:2.2,1153.4797580704476,4.0,1.0,-1.974366488939302,0.01860867973798233
Au:29.4 V:22.8 Ge:18.5 Si:12.8 Sc:10.2 Co:6.0 W:0.2 Os:0.1,773.15,3.0,1.0,-1.3928667956084333,0.018348996579617916
Pb:41.9 Ge:32.3 Al:10.8 Sc:7.8 Co:4.1 Ni:2.9 W:0.2 Os:0.1,773.15,2.6,1.3814662954407415,-1.9817091517731564,0.01724671514869408
C:54.6 Ge:45.4,1110.15,3.0,1.0,-1.1996812623494768,0.016977516164291773
Ge:40.6 C:39.3 Sc:10.1 As:4.2 Mo:3.4 Co:2.2 Os:0.1 W:0.1,1098.0,3.0,1.0,-1.9273825234547635,0.016952759546743218
Os:44.8 Ge:15.1 Li:13.3 Ti:10.3 Pr:9.4 C:5.8 W:0.6 Pm:0.6,673.15,3.0,1.0,-1.3107522972213632,0.016875202817788815
Ge:35.0 C:30.8 Si:20.2 Mo:13.9,1146.15,2.7,1.0,-0.8804142250382162,0.016039730898534527
Ir:73.2 Si:11.8 Sc:7.9 Co:4.6 As:2.2 Os:0.1 W:0.1 Ge:0.0,973.0,4.0,1.0130000114440918,-0.8239087409443188,0.015035423492703787
Ir:35.1 Si:29.3 Sr:12.4 Ge:10.7 Pm:7.6 Sc:4.6 W:0.2 Os:0.1,1073.0,3.519440349332978,1.9,-2.8811711557259487,0.014639278548701756
Re:69.6 C:17.0 Ge:13.3,748.15,4.0,1.0,-1.974366488939302,0.013116466171240834
Au:33.3 Sc:27.9 Ge:23.6 Cr:6.1 As:4.8 In:3.7 W:0.4 Os:0.2,723.15,3.0,1.4002581137451429,-1.6872316010647748,0.012703368471616197
Au:69.4 Ge:11.2 Sc:5.4 Be:5.0 As:4.9 Co:3.8 W:0.2 Os:0.1,1100.0,3.9500000476837163,1.0130000114440918,-0.3010299956639812,0.00936646688915041
Bi:55.4 Ge:44.6,873.15,3.0,1.0,-1.3991359636901606,0.008120601675283542
Ge:29.0 Na:26.5 Au:23.8 Co:7.5 Sc:6.8 C:6.4,973.15,3.0,1.0,-1.859338479128867,0.007600136713954209
Sc:36.5 Pt:33.9 Al:15.8 C:5.8 Ge:4.3 Co:3.4 W:0.2 Os:0.2,1023.0,4.226495531013066,2.834652075126742,-1.2200847200263323,0.007299232994421798
Sm:43.4 Ge:30.4 As:11.1 Si:8.0 Co:4.4 Sc:2.6 W:0.0 Os:0.0,873.15,3.0,1.0,-1.4039529924545608,0.0067389872553802466
Si:39.5 C:39.3 Sc:18.5 Ge:2.7,1048.15,4.0,1.0,-1.974366488939302,0.006444655473014926
Ru:69.1 C:30.9,693.15,3.0,1.0,-1.6419695977020592,0.006385614395360943
Ge:42.6 Re:36.9 B:13.9 Nb:6.6,1143.0,5.593065208821791,1.0130000114440918,-1.078111848963737,0.006033093141575491
C:27.8 Ge:27.4 Sc:25.1 Si:19.7,1073.15,4.0,1.0,-1.974366488939302,0.005884404463229513
Ge:36.1 As:28.7 Cr:18.7 C:16.5,1073.15,4.0,1.0,-1.1752560458130958,0.004918133705061903
Ge:36.2 C:33.5 Sc:14.4 As:11.4 Ca:4.5,1073.15,6.3,1.0,-0.45442136462448585,0.003130201102921927
Sc:34.2 W:30.3 Ge:18.9 C:11.5 As:4.5 Os:0.3 Re:0.2 Co:0.1,1023.0,5.0,1.0130000114440918,-1.2218487496163564,0.0030747397973570068
Ge:40.0 C:39.0 Si:12.8 Mo:6.4 Sc:0.8 Co:0.7 W:0.2 Os:0.1,1073.15,4.0,1.0,-1.8962226178295492,0.0030078350539047907
Rh:45.3 In:38.4 Sc:6.2 As:5.9 Ge:4.0 W:0.2 Os:0.0 Co:0.0,1023.15,4.0,1.0,-1.4975515990645665,0.00276548275502558
Tl:43.1 Ge:32.1 Sc:14.4 C:6.6 Co:1.8 Al:1.6 W:0.4 Os:0.1,1023.0,6.0,1.0130000114440918,-0.8640924035941691,0.0022201905355406296
As:73.2 Mg:10.2 Sr:6.2 Ge:5.5 C:4.8,973.0,9.98901081085205,1.8703730631127478,-0.5228787452803376,0.0020394356947039567
Ge:35.3 C:28.4 As:22.3 B:13.9,1073.15,4.761904761904762,1.0,-0.8860566476931632,0.0020110622375533044
B:28.4 Al:24.0 Si:23.0 C:10.1 Ni:8.1 Co:6.0 W:0.4 Os:0.1,1013.0,8.965517044067383,1.0130000114440918,-0.721246399047171,0.0019412976787103742
Sc:27.2 Os:26.9 Au:19.4 Re:14.1 Ge:8.3 Co:3.6 Ru:0.3 W:0.1,1023.0,6.0,1.0130000114440918,-1.0,0.0018891577939818723
Pt:39.2 Sc:23.1 C:17.5 I:14.5 Co:3.3 Ge:1.7 Os:0.3 W:0.2,923.0,4.35520661708062,1.0,-0.6020599913279624,0.0010520788627159487
Mo:40.0 Ge:38.4 Si:21.6,1023.0,9.571429252624512,1.0130000114440918,-0.38510278396686537,5.336144986912701e-05
Si:51.2 C:48.8,798.15,4.0,1.0,-1.974366488939302,4.772596514651557e-09
