,Nr of publication,Element 1,C 1,Element 2,C 2,Element 3,C 3,Element 4,C 4,Element 5,C 5,Element 6,C 6,Element 7,C 7,Element 8,C 8,Potential Yield
575,207.0,Al,16.700000762939453,Ni,8.300000190734862,Sr,75.0,,,,,,,,,,,12.917412884650332
576,208.0,Al,10.0,Sr,85.0,Rh,5.0,,,,,,,,,,,13.545453275126901
577,208.0,Zr,97.0,Ba,3.0,,,,,,,,,,,,,13.233902194491229
578,208.0,Al,99.6999969482422,Ba,0.30000001192092896,,,,,,,,,,,,,9.573599729450033
579,208.0,Al,96.5,Sr,3.5,,,,,,,,,,,,,10.376104196373902
580,208.0,Al,97.4000015258789,Sr,2.5999999046325684,,,,,,,,,,,,,10.543913304887788
581,212.0,Li,24.20000076293945,Mg,75.80000305175781,,,,,,,,,,,,,13.37395275670837
582,212.0,Li,21.600000381469727,Mg,67.59999847412111,Al,10.800000190734863,,,,,,,,,,,12.292982893026029
583,216.0,Li,40.0,Mg,40.0,Nd,20.0,,,,,,,,,,,12.705726995037995
584,216.0,Li,57.0,Mg,29.0,Nd,14.0,,,,,,,,,,,12.435336318168092
585,216.0,Li,14.0,Mg,57.0,Nd,29.0,,,,,,,,,,,12.47239210745095
586,216.0,Li,3.0,Mg,65.0,Nd,32.0,,,,,,,,,,,10.34674963751907
587,216.0,Li,0.8000000119209291,Mg,66.09999847412111,Nd,33.09999847412109,,,,,,,,,,,9.58450588187788
588,216.0,Li,40.0,Mg,40.0,La,20.0,,,,,,,,,,,12.313685913934847
589,216.0,Mg,67.0,Nd,33.0,,,,,,,,,,,,,9.124112664395488
590,216.0,Li,40.0,Mg,40.0,Nd,20.0,,,,,,,,,,,13.22946094606746
591,216.0,Li,0.8000000119209291,Mg,66.09999847412111,Nd,33.09999847412109,,,,,,,,,,,10.469620572947987
592,217.0,Ca,25.0,Mn,25.0,Co,25.0,La,25.0,,,,,,,,,6.549624015100928
593,217.0,C,20.0,Na,20.0,Ca,15.0,Mn,15.0,Co,15.0,La,15.0,,,,,8.27438095730678
594,217.0,C,20.0,K,20.0,Ca,15.0,Mn,15.0,Co,15.0,La,15.0,,,,,8.368804793420283
595,217.0,Li,20.0,C,20.0,Ca,15.0,Mn,15.0,Co,15.0,La,15.0,,,,,9.607863168493012
596,217.0,C,20.0,Ca,15.0,Mn,15.0,Co,15.0,Rb,20.0,La,15.0,,,,,7.84019312099178
597,217.0,C,20.0,Ca,15.0,Mn,15.0,Co,15.0,Cs,20.0,La,15.0,,,,,7.736366803818692
598,217.0,Na,3.0,Si,50.0,P,3.0,Mn,44.0,,,,,,,,,9.895627609775078
599,217.0,C,20.0,Na,20.0,Pr,60.0,,,,,,,,,,,10.811695730225464
600,221.0,Na,8.300000190734862,Cl,50.0,Ca,16.700000762939453,Bi,25.0,,,,,,,,,9.95722661674396
601,223.0,La,100.0,,,,,,,,,,,,,,,11.93451984361775
602,223.0,Ce,100.0,,,,,,,,,,,,,,,7.232074405639158
603,223.0,Pr,100.0,,,,,,,,,,,,,,,8.920532069799803
604,223.0,Nd,100.0,,,,,,,,,,,,,,,9.889414218066351
605,223.0,Sm,100.0,,,,,,,,,,,,,,,10.85206883180706
606,223.0,Eu,100.0,,,,,,,,,,,,,,,10.542795678000315
607,223.0,Gd,100.0,,,,,,,,,,,,,,,10.157185863648586
608,223.0,Tb,100.0,,,,,,,,,,,,,,,9.022681299583933
609,223.0,Dy,100.0,,,,,,,,,,,,,,,9.762794119895341
610,223.0,Ho,100.0,,,,,,,,,,,,,,,9.921056856372084
611,223.0,Er,100.0,,,,,,,,,,,,,,,9.848173664595452
612,223.0,Tm,100.0,,,,,,,,,,,,,,,9.185221756017011
613,223.0,Yb,100.0,,,,,,,,,,,,,,,12.526468053685933
614,223.0,Lu,100.0,,,,,,,,,,,,,,,9.758428814145587
615,224.0,Al,74.4000015258789,Pb,25.60000038146973,,,,,,,,,,,,,7.946370990102948
616,225.0,K,16.700000762939453,Ca,33.299999237060554,Nb,50.0,,,,,,,,,,,9.528192690158923
617,225.0,Na,12.5,K,12.5,Ca,25.0,Nb,50.0,,,,,,,,,10.225122763832914
618,225.0,K,20.0,Nb,40.0,La,40.0,,,,,,,,,,,10.177261873931153
619,225.0,K,16.700000762939453,Sr,33.299999237060554,Nb,50.0,,,,,,,,,,,10.797360383909018
620,225.0,Ca,33.299999237060554,Nb,50.0,Cs,16.700000762939453,,,,,,,,,,,9.239775461024236
621,225.0,K,16.700000762939453,Ca,33.299999237060554,Ta,50.0,,,,,,,,,,,9.496673768478919
622,226.0,Li,16.700000762939453,Cl,16.700000762939453,Zr,66.59999847412111,,,,,,,,,,,10.879486088745091
623,226.0,Na,16.700000762939453,Cl,16.700000762939453,Zr,66.59999847412111,,,,,,,,,,,11.537998650684631
624,226.0,Cl,16.700000762939453,K,16.700000762939453,Zr,66.59999847412111,,,,,,,,,,,8.931361818435033
625,226.0,Cl,16.700000762939453,Rb,16.700000762939453,Zr,66.59999847412111,,,,,,,,,,,9.492056141737793
626,226.0,Cl,16.700000762939453,Zr,66.59999847412111,Cs,16.700000762939453,,,,,,,,,,,9.610579291215126
627,227.0,Cl,50.0,Bi,50.0,,,,,,,,,,,,,9.32383783635021
628,227.0,Mg,42.79999923706055,Cl,28.60000038146973,Bi,28.60000038146973,,,,,,,,,,,10.143452107839783
629,227.0,Li,12.5,C,6.300000190734862,Mg,31.20000076293945,Cl,25.0,Bi,25.0,,,,,,,12.420868020649507
630,227.0,Li,44.400001525878906,C,22.200000762939453,Mg,33.400001525878906,,,,,,,,,,,11.695083188093074
631,227.0,Li,3.0,Mg,94.0,Cl,3.0,,,,,,,,,,,11.16607409469675
632,227.0,Li,8.800000190734863,C,2.700000047683716,Mg,85.0,Cl,3.5,,,,,,,,,11.468064292019097
633,228.0,Ca,20.0,Nb,40.0,Bi,40.0,,,,,,,,,,,9.116000242590648
634,228.0,Sr,20.0,Nb,40.0,Bi,40.0,,,,,,,,,,,10.929420844061834
635,228.0,Nb,40.0,Ba,20.0,Bi,40.0,,,,,,,,,,,10.772400276066223
636,228.0,Nb,40.0,Pb,20.0,Bi,40.0,,,,,,,,,,,9.777768981854143
637,228.0,Ba,20.0,Ta,40.0,Bi,40.0,,,,,,,,,,,10.45600092120941
638,229.0,Li,25.0,Ti,25.0,Sr,50.0,,,,,,,,,,,12.014412099687233
639,230.0,Na,66.69999694824219,Mo,33.299999237060554,,,,,,,,,,,,,11.774695955260064
640,231.0,Na,11.100000381469727,Fe,88.9000015258789,,,,,,,,,,,,,10.052465195683375
641,232.0,Na,2.0999999046325684,Si,96.9000015258789,W,1.0,,,,,,,,,,,10.53036532697136
642,233.0,Li,9.600000381469727,Mg,90.4000015258789,,,,,,,,,,,,,11.772072198098504
643,233.0,Li,11.100000381469727,Mg,79.0999984741211,Zn,9.800000190734863,,,,,,,,,,,12.250074056131158
644,233.0,Li,15.0,Ca,85.0,,,,,,,,,,,,,12.738912429636564
645,233.0,Li,25.60000038146973,Zn,74.4000015258789,,,,,,,,,,,,,13.14077601628923
646,234.0,Li,9.100000381469727,Mg,90.9000015258789,,,,,,,,,,,,,11.695499935150869
647,235.0,Li,3.0,Si,97.0,,,,,,,,,,,,,6.309640513565852
648,235.0,Si,90.0,Co,10.0,,,,,,,,,,,,,5.319130735890061
649,235.0,Na,1.0,Si,87.80000305175781,P,0.20000000298023224,Cl,1.0,Co,10.0,,,,,,,6.70242150806786
650,235.0,Li,6.0,Na,1.0,Si,82.80000305175781,P,0.20000000298023224,Co,10.0,,,,,,,7.507787822112726
651,235.0,Li,6.0,Na,1.0,Si,81.80000305175781,P,0.20000000298023224,Cl,1.0,Co,10.0,,,,,8.918397687681727
652,236.0,Li,57.099998474121094,P,28.60000038146973,Ca,14.300000190734865,,,,,,,,,,,11.615251450540896
653,236.0,Li,33.400001525878906,P,33.299999237060554,Ca,33.299999237060554,,,,,,,,,,,11.621935439027967
654,236.0,P,33.299999237060554,Ca,66.69999694824219,,,,,,,,,,,,,9.954525973695363
655,236.0,P,40.0,Ca,60.0,,,,,,,,,,,,,9.869478597142278
656,236.0,P,50.0,Ca,50.0,,,,,,,,,,,,,9.849244345166756
657,236.0,Li,37.5,Si,50.0,P,12.5,,,,,,,,,,,9.500200624420394
658,238.0,Li,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,10.558395993009661
659,238.0,Na,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,11.181024123798224
660,238.0,Cl,20.0,K,20.0,Zr,60.0,,,,,,,,,,,8.40843103650752
661,238.0,Cl,20.0,Rb,20.0,Zr,60.0,,,,,,,,,,,9.39239607694097
662,238.0,Cl,20.0,Zr,60.0,Cs,20.0,,,,,,,,,,,9.561554981030088
663,238.0,Na,50.0,Cl,50.0,,,,,,,,,,,,,11.857249340864993
664,238.0,Li,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,11.311912749587178
665,238.0,Na,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,11.705826551001007
666,238.0,Cl,20.0,K,20.0,Zr,60.0,,,,,,,,,,,9.214301077372147
667,238.0,Cl,20.0,Rb,20.0,Zr,60.0,,,,,,,,,,,10.398049275096794
668,238.0,Cl,20.0,Zr,60.0,Cs,20.0,,,,,,,,,,,10.573532327654414
669,238.0,Li,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,10.42620021460542
670,238.0,Na,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,11.50462565576919
671,238.0,Cl,20.0,K,20.0,Zr,60.0,,,,,,,,,,,8.467080011421382
672,238.0,Cl,20.0,Rb,20.0,Zr,60.0,,,,,,,,,,,9.45431215597064
673,238.0,Cl,20.0,Zr,60.0,Cs,20.0,,,,,,,,,,,9.60476781804045
674,238.0,Li,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,10.416642349971678
675,238.0,Na,20.0,Cl,20.0,Zr,60.0,,,,,,,,,,,10.83678897459603
676,238.0,Cl,20.0,K,20.0,Zr,60.0,,,,,,,,,,,8.564904489280286
677,238.0,Cl,20.0,Rb,20.0,Zr,60.0,,,,,,,,,,,9.454948679166419
678,238.0,Cl,20.0,Zr,60.0,Cs,20.0,,,,,,,,,,,9.577815787106791
679,239.0,Ba,50.0,Pb,50.0,,,,,,,,,,,,,11.644190710954518
680,239.0,Ba,50.0,Bi,50.0,,,,,,,,,,,,,11.292970736127467
681,239.0,Sn,50.0,Ba,50.0,,,,,,,,,,,,,7.946877865130828
682,240.0,Y,50.0,La,50.0,,,,,,,,,,,,,9.463555036756448
683,240.0,Sr,10.0,La,90.0,,,,,,,,,,,,,12.176725761283661
684,240.0,Mn,50.0,Sr,10.0,La,40.0,,,,,,,,,,,8.338671052663727
685,240.0,Fe,10.0,Nb,50.0,La,40.0,,,,,,,,,,,6.4234614222342525
686,240.0,Y,50.0,La,50.0,,,,,,,,,,,,,9.2762784401509
687,240.0,Sr,10.0,Y,50.0,La,40.0,,,,,,,,,,,10.751458908136266
688,240.0,Y,100.0,,,,,,,,,,,,,,,9.727198411078106
689,241.0,Li,1.0,Mg,98.0,Cl,1.0,,,,,,,,,,,9.476998183500712
690,241.0,Li,5.0,Mg,90.0,Cl,5.0,,,,,,,,,,,12.025120736904466
691,241.0,Li,10.0,Mg,80.0,Cl,10.0,,,,,,,,,,,12.932210740518885
692,241.0,Li,20.0,Mg,60.0,Cl,20.0,,,,,,,,,,,12.8655717563045
693,241.0,Na,1.0,Mg,98.0,Cl,1.0,,,,,,,,,,,8.666042973625618
694,241.0,Na,5.0,Mg,90.0,Cl,5.0,,,,,,,,,,,10.53172212708553
695,241.0,Na,10.0,Mg,80.0,Cl,10.0,,,,,,,,,,,11.584502388110854
696,241.0,Na,20.0,Mg,60.0,Cl,20.0,,,,,,,,,,,11.84894826046766
697,241.0,Mg,98.0,Cl,1.0,Cs,1.0,,,,,,,,,,,8.514898125174296
698,241.0,Mg,90.0,Cl,5.0,Cs,5.0,,,,,,,,,,,9.714186368142084
699,241.0,Mg,80.0,Cl,10.0,Cs,10.0,,,,,,,,,,,10.178464239633186
700,241.0,Mg,60.0,Cl,20.0,Cs,20.0,,,,,,,,,,,10.007283367361559
701,241.0,Li,1.0,Na,1.0,Mg,96.0,Cl,2.0,,,,,,,,,9.814827094261783
702,241.0,Li,5.0,Na,5.0,Mg,80.0,Cl,10.0,,,,,,,,,12.538701261996
703,241.0,Li,10.0,Na,10.0,Mg,60.0,Cl,20.0,,,,,,,,,12.996173491895464
704,241.0,Li,20.0,Na,20.0,Mg,20.0,Cl,40.0,,,,,,,,,12.606802623333387
705,241.0,Li,1.0,Mg,96.0,Cl,2.0,Cs,1.0,,,,,,,,,9.915378927698589
706,241.0,Li,5.0,Mg,80.0,Cl,10.0,Cs,5.0,,,,,,,,,12.865385286031348
707,241.0,Li,10.0,Mg,60.0,Cl,20.0,Cs,10.0,,,,,,,,,13.061862992998972
708,241.0,Li,20.0,Mg,20.0,Cl,40.0,Cs,20.0,,,,,,,,,12.53370823933532
709,241.0,Na,1.0,Mg,96.0,Cl,2.0,Cs,1.0,,,,,,,,,8.988072915960242
710,241.0,Na,5.0,Mg,80.0,Cl,10.0,Cs,5.0,,,,,,,,,11.234863000984259
711,241.0,Na,10.0,Mg,60.0,Cl,20.0,Cs,10.0,,,,,,,,,11.659181936912486
712,241.0,Na,20.0,Mg,20.0,Cl,40.0,Cs,20.0,,,,,,,,,11.796722528841562
713,243.0,Ti,50.0,Gd,50.0,,,,,,,,,,,,,8.807057521996388
714,243.0,Zr,50.0,Gd,50.0,,,,,,,,,,,,,9.070397613294023
715,243.0,Sn,50.0,Gd,50.0,,,,,,,,,,,,,7.546196151404087
716,243.0,Ti,50.0,Ho,50.0,,,,,,,,,,,,,8.672046310434391
717,243.0,Sn,50.0,Ho,50.0,,,,,,,,,,,,,7.0663056639060535
718,243.0,Ti,50.0,Sm,50.0,,,,,,,,,,,,,9.13251863555543
719,243.0,Zr,50.0,Sm,50.0,,,,,,,,,,,,,9.449576838309486
720,243.0,Sn,50.0,Sm,50.0,,,,,,,,,,,,,8.08118918822906
721,243.0,Ti,50.0,Y,50.0,,,,,,,,,,,,,8.629175775216323
722,243.0,Y,50.0,Sn,50.0,,,,,,,,,,,,,7.858846438287846
723,243.0,Ti,50.0,Eu,50.0,,,,,,,,,,,,,8.828434805387614
724,243.0,Zr,50.0,Eu,50.0,,,,,,,,,,,,,9.09266134173122
725,243.0,Sn,50.0,Eu,50.0,,,,,,,,,,,,,7.494755562078641
726,243.0,Zr,50.0,Dy,50.0,,,,,,,,,,,,,8.838850697192639
727,243.0,Zr,50.0,Nd,50.0,,,,,,,,,,,,,9.265754069688256
728,243.0,Sn,50.0,Nd,50.0,,,,,,,,,,,,,7.787405383217805
729,243.0,Zr,50.0,La,50.0,,,,,,,,,,,,,10.973601665950687
730,243.0,Sn,50.0,La,50.0,,,,,,,,,,,,,9.450515298488565
731,244.0,Li,15.0,Na,15.0,Si,70.0,,,,,,,,,,,9.546889314456282
732,244.0,Li,15.0,Si,70.0,K,15.0,,,,,,,,,,,9.920130842200676
733,244.0,Li,15.0,Si,70.0,Rb,15.0,,,,,,,,,,,9.381433481447125
734,244.0,Li,15.0,Si,70.0,Cs,15.0,,,,,,,,,,,9.547377567479982
735,244.0,Na,15.0,Si,70.0,K,15.0,,,,,,,,,,,8.573026083783036
736,244.0,Na,15.0,Si,70.0,Rb,15.0,,,,,,,,,,,8.416734169718842
737,244.0,Na,15.0,Si,70.0,Cs,15.0,,,,,,,,,,,8.479491593083575
738,244.0,Si,70.0,K,15.0,Rb,15.0,,,,,,,,,,,8.210329286317698
739,244.0,Si,70.0,K,15.0,Cs,15.0,,,,,,,,,,,8.314969628203587
740,244.0,Si,70.0,Rb,15.0,Cs,15.0,,,,,,,,,,,7.344450021390932
741,244.0,Mg,8.0,Si,84.0,Ca,8.0,,,,,,,,,,,6.877368480482714
742,244.0,Mg,8.0,Si,84.0,Sr,8.0,,,,,,,,,,,7.118830736901086
743,244.0,Mg,8.0,Si,84.0,Ba,8.0,,,,,,,,,,,7.403022021268577
744,244.0,Si,84.0,Ca,8.0,Sr,8.0,,,,,,,,,,,6.931550803518667
745,244.0,Si,84.0,Ca,8.0,Ba,8.0,,,,,,,,,,,7.31177217213961
746,244.0,Si,84.0,Sr,8.0,Ba,8.0,,,,,,,,,,,7.348725993266446
747,245.0,P,39.79999923706055,Ca,60.20000076293945,,,,,,,,,,,,,9.695548930268314
748,245.0,P,36.20000076293945,Ca,54.70000076293945,Pb,9.100000381469727,,,,,,,,,,,11.173591950739777
749,245.0,Mg,95.6999969482422,Pb,4.300000190734863,,,,,,,,,,,,,9.815212458644877
750,245.0,P,13.100000381469727,Ca,77.9000015258789,Pb,9.0,,,,,,,,,,,9.674513143701851
751,246.0,Mg,100.0,,,,,,,,,,,,,,,8.052760079953368
752,246.0,Li,5.0,Mg,90.0,Cl,5.0,,,,,,,,,,,10.829446148788351
753,246.0,Na,5.0,Mg,90.0,Cl,5.0,,,,,,,,,,,10.760662528586456
754,246.0,Mg,90.0,Cl,5.0,K,5.0,,,,,,,,,,,9.684091129900969
755,246.0,Mg,90.0,Cl,5.0,Rb,5.0,,,,,,,,,,,9.654004218334133
756,246.0,Mg,90.0,Cl,5.0,Cs,5.0,,,,,,,,,,,9.709815548370454
757,246.0,Li,2.5,Na,2.5,Mg,90.0,Cl,5.0,,,,,,,,,11.137380719084026
758,246.0,Li,2.5,Mg,90.0,Cl,5.0,K,2.5,,,,,,,,,10.806840888955838
759,246.0,Li,2.5,Mg,90.0,Cl,5.0,Rb,2.5,,,,,,,,,10.701502427158058
760,246.0,Li,2.5,Mg,90.0,Cl,5.0,Cs,2.5,,,,,,,,,11.17526357034401
761,246.0,Na,2.5,Mg,90.0,Cl,5.0,K,2.5,,,,,,,,,10.435121645738073
762,246.0,Na,2.5,Mg,90.0,Cl,5.0,Rb,2.5,,,,,,,,,10.39922518642896
763,246.0,Na,2.5,Mg,90.0,Cl,5.0,Cs,2.5,,,,,,,,,10.64368532806104
764,246.0,Mg,90.0,Cl,5.0,K,2.5,Rb,2.5,,,,,,,,,9.714233115752839
765,246.0,Mg,90.0,Cl,5.0,K,2.5,Cs,2.5,,,,,,,,,9.759717317866341
766,246.0,Mg,90.0,Cl,5.0,Rb,2.5,Cs,2.5,,,,,,,,,9.720898470914191
767,247.0,Na,58.29999923706055,Cl,25.0,Mo,16.700000762939453,,,,,,,,,,,11.672716203633929
768,247.0,Li,33.299999237060554,Na,25.0,Cl,25.0,Mo,16.700000762939453,,,,,,,,,11.121858322730393
769,248.0,Ti,50.0,Ba,50.0,,,,,,,,,,,,,10.779224528612986
770,248.0,F,33.299999237060554,Ti,50.0,Ba,16.700000762939453,,,,,,,,,,,14.482049926922537
771,249.0,F,50.0,Zr,33.299999237060554,La,16.700000762939453,,,,,,,,,,,13.366223595770904
772,249.0,F,50.0,La,16.700000762939453,Ce,33.299999237060554,,,,,,,,,,,13.154483873382892
773,249.0,F,60.0,La,20.0,Ce,20.0,,,,,,,,,,,13.233683343974779
774,250.0,Si,100.0,,,,,,,,,,,,,,,4.318490614084573
775,250.0,Si,97.9000015258789,Mn,2.0999999046325684,,,,,,,,,,,,,5.477633146181047
776,250.0,Na,21.299999237060547,Si,77.4000015258789,W,1.2999999523162842,,,,,,,,,,,9.715490971574885
777,250.0,Na,20.0,Si,77.0,Mn,1.7000000476837158,W,1.2999999523162842,,,,,,,,,14.215536017644643
778,251.0,C,50.0,Ca,50.0,,,,,,,,,,,,,7.915970183408615
779,253.0,Al,25.0,Y,25.0,Ba,50.0,,,,,,,,,,,11.300303913859414
780,256.0,Li,19.0,Ti,81.0,,,,,,,,,,,,,11.951009046453041
781,259.0,Ba,50.0,Pr,50.0,,,,,,,,,,,,,10.374317500032095
782,259.0,Na,4.5,Cl,4.5,Ba,45.5,Pr,45.5,,,,,,,,,12.274651695538687
783,259.0,Ca,50.0,Pr,50.0,,,,,,,,,,,,,9.075135815549576
784,259.0,Na,4.5,Cl,4.5,Ca,45.5,Pr,45.5,,,,,,,,,10.823440830924985
785,259.0,Na,4.5,Cl,4.5,Y,45.5,La,45.5,,,,,,,,,10.854475648689958
786,259.0,Na,50.0,Nb,50.0,,,,,,,,,,,,,10.695578679566001
787,259.0,Na,40.900001525878906,Cl,13.600000381469727,Nb,45.5,,,,,,,,,,,11.8834029524718
788,259.0,K,50.0,Nb,50.0,,,,,,,,,,,,,9.226676682515727
789,259.0,Na,4.5,Cl,4.5,K,45.5,Nb,45.5,,,,,,,,,10.228824565371813
790,259.0,Ti,50.0,Pb,50.0,,,,,,,,,,,,,9.730947704919087
791,259.0,Na,4.5,Cl,4.5,Ti,45.5,Pb,45.5,,,,,,,,,12.245679469456206
792,259.0,Li,45.5,Na,4.5,Cl,4.5,Nb,45.5,,,,,,,,,11.824334765259033
793,259.0,Li,45.5,Na,4.5,Cl,4.5,Ta,45.5,,,,,,,,,12.485559251694594
794,260.0,Li,51.0,Na,7.0,Al,42.0,,,,,,,,,,,10.835815137109755
795,264.0,F,75.0,La,25.0,,,,,,,,,,,,,12.196720984498445
796,265.0,F,53.29999923706055,Ba,26.70000076293945,Ce,20.0,,,,,,,,,,,16.038152338654562
797,265.0,Ru,6.300000190734862,Sb,18.700000762939453,Ba,50.0,Bi,25.0,,,,,,,,,9.888945475445588
798,265.0,Sb,12.5,Ba,50.0,Bi,37.5,,,,,,,,,,,9.902915663966514
799,265.0,Ru,12.5,Ba,50.0,Bi,37.5,,,,,,,,,,,10.859179733418975
800,265.0,Sb,25.0,Ba,50.0,La,12.5,Bi,12.5,,,,,,,,,11.80830981079576
801,265.0,Ni,16.700000762939453,Sb,16.700000762939453,Ba,50.0,Bi,16.600000381469727,,,,,,,,,9.657615937446213
802,265.0,Ni,16.700000762939453,Sb,16.700000762939453,Ba,50.0,Ta,16.600000381469727,,,,,,,,,9.322405775050573
803,265.0,Ni,16.700000762939453,Nb,16.600000381469727,Sb,16.700000762939453,Ba,50.0,,,,,,,,,9.354022454587142
804,266.0,Li,12.5,Sb,12.5,Ba,50.0,Ta,25.0,,,,,,,,,10.405294069624757
805,266.0,Na,12.5,Sb,25.0,Ba,50.0,Ta,12.5,,,,,,,,,9.826334446013824
806,266.0,Na,12.5,Sb,12.5,Ba,50.0,Ta,25.0,,,,,,,,,10.128175576785297
807,266.0,Na,12.5,Nb,25.0,Sb,12.5,Ba,50.0,,,,,,,,,9.977519811499814
808,266.0,Li,12.5,Sb,25.0,Ba,50.0,Ta,12.5,,,,,,,,,10.345936357804318
809,266.0,Li,12.5,Nb,12.5,Sb,25.0,Ba,50.0,,,,,,,,,9.799470650036039
810,266.0,Li,12.5,Nb,25.0,Sb,12.5,Ba,50.0,,,,,,,,,10.419278179334016
811,267.0,K,9.0,Ca,89.9000015258789,Ni,1.100000023841858,,,,,,,,,,,9.511871357663908
812,267.0,K,8.899999618530273,Ca,89.0,Ni,2.0999999046325684,,,,,,,,,,,9.432293624757838
813,267.0,K,2.299999952316284,Ca,96.5,Ni,1.2000000476837158,,,,,,,,,,,9.08026165737905
814,267.0,K,9.0,Ca,89.9000015258789,Co,1.100000023841858,,,,,,,,,,,9.716404337729895
815,267.0,K,8.899999618530273,Ca,89.0,Ni,1.0,Ba,1.100000023841858,,,,,,,,,9.849251721590365
816,267.0,K,9.0,Ni,1.100000023841858,Ba,89.9000015258789,,,,,,,,,,,10.4274455106078
817,267.0,Li,17.200000762939453,Mg,82.0,Sn,0.8000000119209291,,,,,,,,,,,13.187469984233063
818,269.0,Mn,50.0,Mo,50.0,,,,,,,,,,,,,8.80343289682267
819,269.0,Li,1.0,Mn,49.5,Mo,49.5,,,,,,,,,,,9.74700721671406
820,269.0,Na,1.0,Mn,49.5,Mo,49.5,,,,,,,,,,,9.69691841944486
821,269.0,K,1.0,Mn,49.5,Mo,49.5,,,,,,,,,,,8.902307208429653
822,270.0,Ti,50.0,Sr,50.0,,,,,,,,,,,,,11.115353723458556
823,270.0,Ti,33.299999237060554,Sr,66.69999694824219,,,,,,,,,,,,,11.099975704954975
824,270.0,Sr,50.0,Sn,50.0,,,,,,,,,,,,,9.543791243219546
825,270.0,Sr,66.69999694824219,Sn,33.299999237060554,,,,,,,,,,,,,9.903755836874554
826,270.0,Sr,50.0,Zr,50.0,,,,,,,,,,,,,11.130509437967095
827,270.0,Sr,66.69999694824219,Zr,33.299999237060554,,,,,,,,,,,,,10.815552519221594
828,271.0,S,3.900000095367432,Sr,3.900000095367432,La,92.1999969482422,,,,,,,,,,,12.651900924569478
829,271.0,Sr,3.900000095367432,La,96.0999984741211,,,,,,,,,,,,,13.025611055821248
830,272.0,F,50.0,Ba,25.0,Ce,25.0,,,,,,,,,,,15.517852086290297
831,272.0,F,57.099998474121094,Ba,28.60000038146973,Ce,14.300000190734865,,,,,,,,,,,16.15192708545946
832,272.0,F,60.0,Ba,30.0,Ce,10.0,,,,,,,,,,,15.976612182577723
833,272.0,F,61.599998474121094,Ba,30.79999923706055,Ce,7.5999999046325675,,,,,,,,,,,15.893508569445984
834,272.0,F,62.5,Ba,31.29999923706055,Ce,6.199999809265138,,,,,,,,,,,15.571208617433156
835,272.0,Sr,20.0,La,80.0,,,,,,,,,,,,,13.515002756220241
836,272.0,Sr,50.0,La,50.0,,,,,,,,,,,,,12.552657823624573
837,272.0,F,60.0,Sr,20.0,La,20.0,,,,,,,,,,,14.468832951721147
838,272.0,F,50.29999923706055,Sr,33.0,La,16.700000762939453,,,,,,,,,,,14.326788513715274
839,272.0,F,37.5,Sr,50.0,La,12.5,,,,,,,,,,,14.229661694809685
840,274.0,Na,50.0,La,50.0,,,,,,,,,,,,,11.477255821284635
841,274.0,Na,43.5,V,13.0,La,43.5,,,,,,,,,,,11.302706753556432
842,274.0,Na,43.5,Nb,13.0,La,43.5,,,,,,,,,,,11.157165943314821
843,274.0,Na,43.5,La,43.5,Ta,13.0,,,,,,,,,,,11.52214554599184
844,274.0,Na,76.9000015258789,Nb,23.10000038146973,,,,,,,,,,,,,11.143954231999254
845,274.0,Na,43.5,Sc,43.5,Nb,13.0,,,,,,,,,,,10.883935337266548
846,274.0,Na,43.5,Y,43.5,Nb,13.0,,,,,,,,,,,11.1678202613899
847,274.0,Na,43.5,Nb,13.0,Ce,43.5,,,,,,,,,,,10.79891606543406
848,274.0,Na,43.5,Nb,13.0,Sm,43.5,,,,,,,,,,,11.445110403604184
849,275.0,F,14.600000381469727,Ba,7.199999809265138,La,78.19999694824219,,,,,,,,,,,13.981362727124248
850,276.0,Mg,50.0,Mn,50.0,,,,,,,,,,,,,9.430508114275174
851,276.0,Li,33.299999237060554,Mg,33.400001525878906,Mn,33.299999237060554,,,,,,,,,,,13.675150473660178
852,276.0,Na,33.299999237060554,Mg,33.400001525878906,Mn,33.299999237060554,,,,,,,,,,,12.26448879299182
853,276.0,Mg,33.400001525878906,K,33.299999237060554,Mn,33.299999237060554,,,,,,,,,,,9.884755022175321
854,276.0,Na,60.0,Mg,20.0,Mn,20.0,,,,,,,,,,,11.7928360572749
855,277.0,Na,11.899999618530273,Ca,88.0999984741211,,,,,,,,,,,,,10.534821759726336
856,277.0,Li,11.0,Ca,89.0,,,,,,,,,,,,,11.784983084221993
857,278.0,Na,8.100000381469728,Al,36.70000076293945,Si,36.70000076293945,Pb,18.5,,,,,,,,,8.663776516301676
858,278.0,Al,40.0,Si,40.0,Pb,20.0,,,,,,,,,,,7.922733764725573
859,279.0,Al,66.69999694824219,Pb,33.299999237060554,,,,,,,,,,,,,8.831946458558708
860,279.0,Al,66.69999694824219,Pb,33.299999237060554,,,,,,,,,,,,,7.589308635237167
861,280.0,La,100.0,,,,,,,,,,,,,,,12.330232404759169
