,Nr of publication,Element 1,C 1,Element 2,C 2,Element 3,C 3,Element 4,C 4,Element 5,C 5,Element 6,C 6,Element 7,C 7,Element 8,C 8,Potential Yield
1638,494.0,Na,0.7297687581966152,Mg,0.7739424511774399,Al,0.29063968049013544,Si,1.804205547588135,K,0.14901251335622295,Ca,4.922849173530488,Fe,91.32958187566092,,,6.031941031152275
1639,494.0,Na,0.6942186422593819,Mg,0.6290911687159334,Si,1.6625148655586897,K,0.09787740629374432,Ca,9.001805167316453,Fe,87.91449274985581,,,,,6.190994121714681
1640,494.0,Na,1.0213210270351414,Mg,0.15322506409760342,Si,1.0279035075591625,K,0.06555885640568415,Ca,4.40508602282948,Fe,93.32690552207292,,,,,6.192632981606147
1641,494.0,Na,0.7098041909464717,Mg,0.1949135071846652,Si,0.4707246846255831,K,0.08339566835428472,Ca,2.8578319958318663,Fe,95.68332995305711,,,,,6.037940023274196
1642,495.0,Na,2.035803079893148,Si,92.591292388284,Mn,4.355002991876263,W,1.017901539946574,,,,,,,,,13.623315234512276
1643,501.0,La,76.01693,Ce,23.98307,,,,,,,,,,,,,11.25057369517717
1644,503.0,C,49.074490000000004,Na,0.720352,Si,49.074490000000004,Mn,0.77049,W,0.360176,,,,,,,10.624818910263736
1645,504.0,Na,2.1148629095016216,Si,92.39241189727143,Ti,2.3098102974317856,Mn,2.1254834410443646,W,1.0574314547508108,,,,,,,17.19147309904585
1646,504.0,Na,2.1148629095016216,Si,94.08743,Ti,0.642896,Mn,2.1254834410443646,W,1.0574314547508108,,,,,,,14.41458543927931
1647,504.0,Na,2.1148629095016216,Si,93.2843,Ti,1.4323620000000001,Mn,2.1254834410443646,W,1.0574314547508108,,,,,,,15.841518420359085
1648,504.0,Na,4.453504,Ca,44.4219983642415,Ti,44.4219983642415,Mn,4.47574727151699,W,2.226752,,,,,,,13.356158652737268
1649,504.0,Na,4.453504,Ti,88.843996728483,Mn,4.47574727151699,W,2.226752,,,,,,,,,15.276446349919892
1650,504.0,Ca,50.0,Ti,50.0,,,,,,,,,,,,,10.01400502936923
1651,505.0,Li,7.104770101097476,Mg,92.89522989890251,,,,,,,,,,,,,11.62195578684059
1652,505.0,Li,25.621029999999998,Mg,74.37897,,,,,,,,,,,,,13.304332957316038
1653,506.0,Na,4.309390931493703,Si,89.55379072788797,Ti,2.378080616579295,Mn,1.6040422582921727,W,2.154695465746852,,,,,,,15.522610461942822
1654,506.0,Na,4.365520487528174,Si,85.3837397001517,Ti,4.818109945329159,Mn,3.249869623226905,W,2.182760243764088,,,,,,,16.919640647842737
1655,506.0,Na,4.423131507682774,Si,81.10362578553122,Ti,7.32254056562628,Mn,4.939136387318337,W,2.2115657538413864,,,,,,,17.320694374019144
1656,506.0,Na,4.482283428206048,Si,76.70903326783579,Ti,9.89395625329052,Mn,6.673585336564602,W,2.241141714103024,,,,,,,16.36711688017143
1657,506.0,Na,4.543038907880648,Si,72.1953070181203,Ti,12.53508087214984,Mn,8.455053747908888,W,2.271519453940324,,,,,,,15.9767149310821
1658,506.0,Na,4.3095249231030754,Si,89.55657521802492,Ti,2.642393953426459,Mn,1.3367434438940191,W,2.1547624615515373,,,,,,,15.312559265418825
1659,506.0,Na,4.423555009084672,Si,81.11139121126178,Ti,8.136935196261604,Mn,4.116341078849625,W,2.211777504542336,,,,,,,17.096602507640622
1660,506.0,Na,4.482863320205744,Si,76.71895744050559,Ti,10.99470697370472,Mn,5.562040605481077,W,2.241431660102872,,,,,,,16.53890091085383
1661,506.0,Na,4.543783582259689,Si,72.20714094613928,Ti,13.930150628756726,Mn,7.047033051714463,W,2.2718917911298444,,,,,,,16.05658625524636
1662,506.0,Na,4.364695640224194,Si,85.36760679052573,Ti,3.2114663887278008,Mn,4.873883360410172,W,2.182347820112097,,,,,,,17.207618975734643
1663,506.0,Na,4.421861489878458,Si,81.08033842711484,Ti,4.880292025227587,Mn,7.406577312839894,W,2.2109307449392284,,,,,,,16.683731523046575
1664,506.0,Na,4.4805446520183345,Si,76.67927614904465,Ti,6.5934121135703645,Mn,10.006494759357489,W,2.2402723260091673,,,,,,,16.15770386085574
1665,506.0,Na,4.540806348547622,Si,72.15982849597854,Ti,8.352613886574147,Mn,12.676348094625867,W,2.2704031742738104,,,,,,,15.688569845391925
1666,506.0,Na,4.3088550483671115,Si,89.54265449863047,Ti,1.320991609186246,Mn,2.6730713196326135,W,2.1544275241835558,,,,,,,15.830678432194262
1667,506.0,Na,4.421438312666563,Si,81.07257894581187,Ti,4.066520813073428,Mn,8.22874277211484,W,2.2107191563332815,,,,,,,16.514698441249532
1668,506.0,Na,4.47996535969899,Si,76.66936223920202,Ti,5.493799706119238,Mn,11.116890015130243,W,2.239982679849495,,,,,,,16.132217992260486
1669,506.0,Na,4.540062649638403,Si,72.14801006955327,Ti,6.959371570906036,Mn,14.082524385083106,W,2.2700313248192017,,,,,,,15.665950168542235
1670,506.0,Na,4.3425675495371365,Si,87.05818121751548,Ti,3.195184928267352,Mn,3.232782529911459,W,2.1712837747685687,,,,,,,16.55297106438231
1671,506.0,Na,4.387883717803334,Si,83.67560619842577,Ti,4.842791653388083,Mn,4.899776571481142,W,2.193941858901667,,,,,,,17.545852645114056
1672,506.0,Na,4.434155638909722,Si,80.22169007073525,Ti,6.525147671471988,Mn,6.601928799428174,W,2.217077819454861,,,,,,,16.670412831539284
1673,506.0,Na,4.4814138714521095,Si,76.6941518220204,Ti,8.243364032943045,Mn,8.3403633378584,W,2.2407069357260547,,,,,,,16.279563100201585
1674,506.0,Na,1.7125538848384512,Si,87.92506433106927,Ti,4.725251506679004,Mn,4.7808533349940445,W,0.8562769424192256,,,,,,,16.36129533286493
1675,506.0,Na,3.481440151976257,Si,85.11538903758226,Ti,4.802967214398166,Mn,4.859483520055181,W,1.7407200759881285,,,,,,,17.10936484342124
1676,506.0,Na,7.1997058943615135,Si,79.20934545237019,Ti,4.966328567259456,Mn,5.024767138828088,W,3.5998529471807568,,,,,,,16.962902249124657
1677,506.0,Na,9.15533061958944,Si,76.10305728908651,Ti,5.0522485963634765,Mn,5.111698185165861,W,4.57766530979472,,,,,,,16.679604003289363
1678,506.0,Na,4.319047029626525,Si,88.69852009699508,Mn,4.822909358565132,W,2.1595235148132623,,,,,,,,,16.750115752796848
1679,507.0,Na,14.985590778097984,Si,79.82708933717578,Mn,1.1527377521613833,W,4.034582132564841,,,,,,,,,14.301182153571924
1680,507.0,Na,10.724637681159422,Si,84.05797101449275,Mn,1.4492753623188406,W,3.7681159420289863,,,,,,,,,14.047461030950725
1681,507.0,Na,16.853932584269664,Si,71.91011235955057,Mn,2.808988764044944,W,8.426966292134832,,,,,,,,,13.303128770598196
1682,507.0,Na,19.08831908831909,Si,67.52136752136751,Mn,3.133903133903134,W,10.256410256410255,,,,,,,,,13.437842526703578
1683,508.0,Al,50.0,La,50.0,,,,,,,,,,,,,9.508806491700563
1684,508.0,Fe,50.0,La,50.0,,,,,,,,,,,,,5.3546404579237015
1685,508.0,Ni,50.0,La,50.0,,,,,,,,,,,,,9.025718031562482
1686,510.0,Li,0.1015572105619499,Mg,13.947189999999999,Mn,1.320244,La,84.63101,,,,,,,,,11.731701284168638
1687,510.0,Li,2.5911866644660835,Mg,13.5996,Mn,1.287341,La,82.52186999999999,,,,,,,,,11.850463637229243
1688,510.0,Li,0.0994859890565412,Mg,13.66274,Mn,3.3327809999999998,La,82.90499,,,,,,,,,11.460074502870615
1689,510.0,Li,2.53963118731802,Mg,13.329020000000002,Mn,3.251375,La,80.87997,,,,,,,,,11.712086582715797
1690,510.0,Li,0.08321775312066575,Mg,29.48682,Mn,1.081831,La,69.34813,,,,,,,,,11.616426697338545
1691,510.0,Li,2.1328623828284203,Mg,28.88195,Mn,1.059639,La,67.92555,,,,,,,,,11.866118921916696
1692,510.0,Li,0.08182190099549977,Mg,28.99223,Mn,2.741034,La,68.18491999999999,,,,,,,,,11.326703644309934
1693,510.0,Li,2.097808658471405,Mg,28.40727,Mn,2.68573,La,66.80919,,,,,,,,,11.71144165454757
1694,510.0,Li,0.5473453749315819,Mg,7.516876,Mn,0.711549,La,91.22423,,,,,,,,,11.902759316309979
1695,510.0,Li,1.4196581969436657,Mg,7.450945,Mn,0.705308,La,90.42409,,,,,,,,,11.923551228269073
1696,510.0,Li,0.5412719891745602,Mg,7.4334690000000005,Mn,1.813261,La,90.212,,,,,,,,,11.723745705361205
1697,510.0,Li,1.4040422106957609,Mg,7.3689860000000005,Mn,1.797532,La,89.42944,,,,,,,,,11.794368598278798
1698,510.0,Li,0.4892367906066536,Mg,17.33529,Mn,0.636008,La,81.53947,,,,,,,,,11.97805710323769
1699,510.0,Li,1.2701237763934958,Mg,17.19926,Mn,0.631017,La,80.8996,,,,,,,,,12.00900120788498
1700,510.0,Li,0.4843787842092516,Mg,17.16315,Mn,1.6226690000000001,La,80.7298,,,,,,,,,11.809230401068284
1701,510.0,Li,1.2576097404677988,Mg,17.0298,Mn,1.610061,La,80.10253,,,,,,,,,11.849342090266655
1702,510.0,Li,0.23116933153534966,Mg,3.149682,Mn,0.298594,La,96.32055,,,,,,,,,12.020999657613885
1703,510.0,Li,0.6807939399750694,Mg,3.135488,Mn,0.297248,La,95.88646999999999,,,,,,,,,12.02308614111061
1704,510.0,Li,0.22984102662325226,Mg,3.131584,Mn,0.871481,La,95.76709,,,,,,,,,11.823442779068795
1705,510.0,Li,0.6768996091143102,Mg,3.117552,Mn,0.867576,La,95.33797,,,,,,,,,11.854531412918092
1706,510.0,Li,0.21772657171368956,Mg,8.781638000000001,Mn,0.28123000000000004,La,90.7194,,,,,,,,,11.990145119098278
1707,510.0,Li,0.6413730803974705,Mg,8.744354,Mn,0.280036,La,90.33424000000001,,,,,,,,,12.035076405060805
1708,510.0,Li,0.21654786610123614,Mg,8.734097,Mn,0.8210770000000001,La,90.22828,,,,,,,,,11.87795700350304
1709,510.0,Li,0.637915543575921,Mg,8.697215,Mn,0.8176100000000001,La,89.84725999999999,,,,,,,,,11.894612222444461
1710,510.0,Li,0.14728986645718775,Mg,1.541634,Mn,0.11783199999999999,La,98.19324,,,,,,,,,11.832752821575925
1711,510.0,Li,0.14253135689851767,Mg,4.722539,Mn,0.114025,La,95.0209,,,,,,,,,12.105988792773918
1712,511.0,Na,2.088,Si,93.6936,Ti,0.9464,Mn,2.233,W,1.044,,,,,,,12.927562343206345
1713,511.0,Na,2.1,Si,91.762,Ti,2.838,Mn,2.247,W,1.05,,,,,,,14.046680438429402
1714,511.0,Na,2.114,Si,89.8415,Ti,4.7285,Mn,2.261,W,1.057,,,,,,,16.251405441520713
1715,511.0,Na,2.146,Si,85.041,Ti,9.449,Mn,2.295,W,1.073,,,,,,,14.584910007655198
1716,511.0,Na,2.048,Si,90.00299999999999,Mn,2.191,W,1.024,,,,,,,,,11.289030220228454
1717,511.0,Na,2.108,Mg,0.9459,Si,88.91460000000002,Ti,4.729500000000002,Mn,2.254,W,1.054,,,,,13.354109658426786
1718,511.0,Na,2.094,Mg,2.8386,Si,87.05040000000002,Ti,4.731,Mn,2.24,W,1.047,,,,,15.800487816303463
1719,511.0,Na,2.056,Mg,4.7360000000000015,Si,89.0368,Ti,0.9472,Mn,2.198,W,1.028,,,,,13.16183080414202
1720,511.0,Na,2.068,Mg,4.7345,Si,87.1148,Ti,2.8407,Mn,2.2119999999999997,W,1.034,,,,,14.249900488499676
1721,511.0,Na,2.082,Mg,4.7325,Si,85.185,Ti,4.7325,Mn,2.226,W,1.041,,,,,16.99553533299141
1722,511.0,Na,2.114,Mg,4.7285,Si,80.3845,Ti,9.457,Mn,2.261,W,1.057,,,,,13.496732210299923
1723,511.0,Na,2.068,Mg,6.6282999999999985,Si,83.32719999999998,Ti,4.7345,Mn,2.2119999999999997,W,1.034,,,,,13.856044998628505
1724,511.0,Na,2.048,Mg,9.474,Si,80.529,Ti,4.737,Mn,2.191,W,1.024,,,,,13.692781756497297
1725,512.0,Ti,33.333333333333336,Sr,66.66666666666666,,,,,,,,,,,,,11.07114804203845
1726,513.0,Na,2.082,Al,2.227,Si,94.65,W,1.041,,,,,,,,,8.554820080124378
1727,513.0,Li,2.227,Na,2.082,Si,94.65,W,1.041,,,,,,,,,9.356576340861213
1728,513.0,Na,2.082,Si,94.65,La,2.227,W,1.041,,,,,,,,,10.17834338976174
1729,513.0,Na,2.082,Si,94.65,Cu,2.227,W,1.041,,,,,,,,,10.320922619728751
1730,513.0,Na,2.082,Si,94.65,Cr,2.227,W,1.041,,,,,,,,,10.837508714039796
1731,513.0,Na,2.082,Mg,2.227,Si,94.65,W,1.041,,,,,,,,,11.47638128407999
1732,513.0,Na,2.082,Si,94.65,Ni,2.227,W,1.041,,,,,,,,,11.899999744341217
1733,513.0,Na,2.082,Si,94.65,Zn,2.227,W,1.041,,,,,,,,,13.106491609339352
1734,513.0,Na,2.082,Si,94.65,Co,2.227,W,1.041,,,,,,,,,13.233744905533287
1735,514.0,Na,3.088836683198468,Si,87.00948403375969,Mn,8.257200034803795,W,1.6444792482380577,,,,,,,,,12.532613386226211
1736,514.0,Na,0.29934337582078024,Si,96.56237929702587,Mn,1.9312475859405172,W,1.2070297412128237,,,,,,,,,12.127027436858452
1737,514.0,Na,6.281907069308644,Si,86.52764558276371,Mn,5.658908021112746,W,1.5315393268149176,,,,,,,,,12.970432506066507
1738,514.0,Na,9.495152123035773,Si,83.58408559010364,Mn,5.432965563356737,W,1.487796723503845,,,,,,,,,13.084118225076354
1739,514.0,Na,5.149662053427744,Si,80.46346958480851,Mn,12.866108786610878,W,1.5207595751528806,,,,,,,,,12.408632095994841
1740,514.0,Na,12.130683932425391,Si,74.42137381856068,Mn,11.862766986678572,W,1.5851752623353426,,,,,,,,,12.15675214770328
1741,514.0,Na,5.6902270987496815,Si,85.05571149102663,Mn,5.6136769584077575,W,3.64038445181594,,,,,,,,,13.003609023927902
1742,514.0,Na,10.550495687918113,Si,80.59966148142179,Mn,5.480776980736681,W,3.3690658499234303,,,,,,,,,12.995820913484414
1743,514.0,Na,4.723916783982482,Si,78.21054278116691,Mn,13.929297669325823,W,3.136242765524792,,,,,,,,,12.352377030009565
1744,514.0,Na,4.800127155686243,Si,79.47230390209012,Mn,12.540729555749822,W,3.1868393864738143,,,,,,,,,12.374575359707212
1745,514.0,Na,2.5329566854990584,Si,94.16195856873823,Mn,2.702448210922787,W,0.6026365348399246,,,,,,,,,13.07304999537512
1746,514.0,Na,5.143805309734512,Si,92.18289085545722,Mn,2.1478613569321534,W,0.5254424778761061,,,,,,,,,12.99517928631335
1747,514.0,Na,2.2550187918232654,Si,91.66743056192136,Mn,5.490879090659089,W,0.5866715555962967,,,,,,,,,13.411079279596136
1748,514.0,Na,5.7923701147281035,Si,93.27488107452663,Mn,0.30780710754593793,W,0.6249417031993285,,,,,,,,,10.903452406615544
1749,514.0,Na,2.3046655424395732,Si,93.6855911560802,Mn,2.492036724751733,W,1.5177065767284992,,,,,,,,,12.496180231088145
1750,514.0,Na,5.552027578699083,Si,90.71940488070398,Mn,2.2316973600653176,W,1.4968701805316156,,,,,,,,,12.5611672398501
1751,514.0,Na,2.1691777092031224,Si,90.7605736068252,Mn,5.690687965147939,W,1.3795607188237429,,,,,,,,,12.810993118551652
1752,514.0,Na,5.956166738289642,Si,85.94757198109154,Mn,6.437473141383758,W,1.6587881392350667,,,,,,,,,12.88105343209523
1753,514.0,Na,2.9231876236733223,Si,89.94423457456377,Mn,6.341068537506746,W,0.7915092642561612,,,,,,,,,13.159137679364283
1754,514.0,Na,7.43277958554547,Si,85.63110121596164,Mn,6.174002397670834,W,0.7621168008220586,,,,,,,,,13.284877933647445
1755,514.0,Na,2.8971468827051776,Si,88.05917576611482,Mn,8.268756604438183,W,0.7749207467418106,,,,,,,,,13.10785321924905
1756,514.0,Na,6.9244377053323225,Si,84.23890152472411,Mn,8.13747788728835,W,0.6991828826552101,,,,,,,,,13.186854454306637
1757,514.0,Na,2.97381269418553,Si,88.7705281846427,Mn,6.2849533954727015,W,1.970705725699068,,,,,,,,,12.92174681707399
1758,514.0,Na,7.1556046570918665,Si,84.98342823149486,Mn,6.033823404436134,W,1.8271437069771397,,,,,,,,,12.963550029260118
1759,514.0,Na,7.247820672478207,Si,83.02200083022001,Mn,7.895392278953923,W,1.8347862183478618,,,,,,,,,12.787520196377084
1760,514.0,Na,2.939904885430177,Si,86.46779074794638,Mn,8.378728923476004,W,2.2135754431474277,,,,,,,,,12.644452667746151
1761,515.0,Ce,100.0,,,,,,,,,,,,,,,6.997783485165419
1762,515.0,La,50.0,Ce,50.0,,,,,,,,,,,,,13.123217001455128
1763,515.0,Ce,50.0,Pr,50.0,,,,,,,,,,,,,8.920341164107157
1764,515.0,Ce,50.0,Sm,50.0,,,,,,,,,,,,,9.786394425356498
1765,515.0,Y,50.0,Ce,50.0,,,,,,,,,,,,,9.476801777862628
1766,516.0,Na,2.0907491487346217,Si,94.17009081318096,Mn,2.124458387830893,Ag,0.569327075886197,W,1.0453745743673108,,,,,,,14.14709807439618
1767,516.0,Si,97.72595162623408,Ag,2.274048,,,,,,,,,,,,,4.890563333852022
1768,516.0,Na,2.17485,Si,93.68811,Mn,0.769047,Ce,2.280566,W,1.087425,,,,,,,16.411672464291712
1769,516.0,Na,2.157588,Si,92.94445,Mn,0.762943,Ag,0.793758,Ce,2.262464,W,1.078794,,,,,14.787364047437805
1770,517.0,Ba,50.0,Ce,40.0,Gd,10.0,,,,,,,,,,,11.38918250727217
1771,517.0,Zr,10.0,Ba,50.0,Ce,20.0,Gd,20.0,,,,,,,,,11.492904788430684
1772,519.0,Li,70.69646,Sn,29.30354,,,,,,,,,,,,,12.197425397946981
1773,520.0,Na,4.301738636045177,Si,84.34508519451038,Ti,4.601153425710934,Mn,4.601153425710934,W,2.1508693180225884,,,,,,,17.381085133731073
1774,520.0,Na,4.237527941041506,Si,89.11123462780138,Mn,4.5324734606363855,W,2.118763970520753,,,,,,,,,13.935511301812125
1775,520.0,Na,4.175238235783047,Mg,4.465848192347195,Si,84.80544626163105,Mn,4.465848192347195,W,2.0876191178915233,,,,,,,13.862370304895892
1776,520.0,Na,4.347875896685216,Si,84.17718217998821,Mn,4.650501987491992,Ga,4.650501987491992,W,2.173937948342608,,,,,,,10.62519377091646
1777,520.0,Na,4.449463492574312,Si,83.80748395015794,Mn,4.759160405490296,Zr,4.759160405490296,W,2.224731746287156,,,,,,,10.225121584545738
1778,521.0,Y,97.0,Ce,3.0,,,,,,,,,,,,,9.804218034973763
1779,521.0,Y,97.0,Ce,3.0,,,,,,,,,,,,,9.847155678398897
1780,521.0,Y,97.0,Ce,3.0,,,,,,,,,,,,,9.743277426529858
1781,521.0,Y,99.0,Ce,1.0,,,,,,,,,,,,,9.917601674413781
1782,521.0,Y,96.0,Ce,4.0,,,,,,,,,,,,,10.180836250768742
1783,521.0,Y,95.0,Ce,5.0,,,,,,,,,,,,,10.143700182416113
1784,521.0,Y,90.0,Ce,10.0,,,,,,,,,,,,,9.989385102224784
1785,522.0,Li,10.0,Sn,90.0,,,,,,,,,,,,,10.608703571215298
1786,522.0,Na,10.0,Sn,90.0,,,,,,,,,,,,,8.313660233306711
1787,522.0,K,10.0,Sn,90.0,,,,,,,,,,,,,6.97003143449152
1788,522.0,Ca,10.0,Sn,90.0,,,,,,,,,,,,,6.916364173587693
1789,522.0,Li,30.0,Sn,70.0,,,,,,,,,,,,,11.624258234611274
1790,522.0,Li,50.0,Sn,50.0,,,,,,,,,,,,,11.463977108207962
1791,522.0,Li,70.0,Sn,30.0,,,,,,,,,,,,,12.163044684026758
1792,522.0,Sn,100.0,,,,,,,,,,,,,,,7.432874370648824
1793,524.0,Na,8.757932713127516,Si,72.81183160138009,Mn,14.051269328928615,W,4.378966356563758,,,,,,,,,11.796312521635809
1794,525.0,Na,2.070410641173225,Si,93.7527824920965,Mn,3.1416015461436677,W,1.0352053205866123,,,,,,,,,13.440031208832986
1795,526.0,Y,99.588291,Ba,0.411709,,,,,,,,,,,,,9.31291013355589
1796,526.0,Y,99.175851,Ba,0.824149,,,,,,,,,,,,,9.526534256431434
1797,526.0,Y,95.84976800000001,Ba,4.150232,,,,,,,,,,,,,10.506553196250616
1798,526.0,Y,91.624619,Ba,8.375380999999999,,,,,,,,,,,,,11.18862027679822
1799,526.0,Y,87.32251,Ba,12.677489999999999,,,,,,,,,,,,,11.63594957303303
1800,526.0,Y,100.0,,,,,,,,,,,,,,,9.620682486825352
1801,527.0,Na,2.7560000000000002,Ti,95.288,Ce,0.578,W,1.3780000000000001,,,,,,,,,16.87766204581267
1802,527.0,Na,2.78,Ti,94.081,Ce,1.749,W,1.39,,,,,,,,,22.000317547693694
1803,527.0,Na,2.804,Ti,92.853,Ce,2.9410000000000003,W,1.402,,,,,,,,,21.473219837872016
1804,527.0,Na,2.842,Ti,90.968,Ce,4.769,W,1.421,,,,,,,,,20.735806471747026
1805,528.0,Ti,50.0,La,50.0,,,,,,,,,,,,,7.700033362545848
1806,529.0,Si,95.4143705445053,La,4.585629455494664,,,,,,,,,,,,,7.082934473452892
1807,529.0,Si,95.45186149676756,Ce,4.548138503232449,,,,,,,,,,,,,9.945985527256893
1808,529.0,Si,91.26185351096632,Ga,8.738146489033682,,,,,,,,,,,,,6.301210454830814
1809,529.0,Al,19.834929019478377,Si,80.16507098052162,,,,,,,,,,,,,5.950796578679249
1810,529.0,Si,85.72243346007605,Ca,14.277566539923955,,,,,,,,,,,,,6.73368607101127
1811,529.0,Si,88.62293591880018,Cr,11.37706408119982,,,,,,,,,,,,,6.129932386220116
1812,529.0,Si,95.36341045547856,Ba,4.6365895445214464,,,,,,,,,,,,,6.459072900026492
1813,529.0,Na,4.254023550070452,Si,93.61896467489431,W,2.1270117750352258,,,,,,,,,,,10.672666254545536
1814,529.0,Si,89.16579507339418,Mn,10.834204926605835,,,,,,,,,,,,,8.832056945976298
1815,529.0,Si,90.4941221144566,Cu,9.50587788554341,,,,,,,,,,,,,5.751895963346368
1816,529.0,Si,87.76374745417515,Ti,12.236252545824847,,,,,,,,,,,,,8.07406413199417
1817,529.0,Si,90.73682912163308,Zn,9.26317087836692,,,,,,,,,,,,,6.897162840814622
1818,529.0,Si,92.75542318312814,Rb,7.244576816871858,,,,,,,,,,,,,6.1065515016215635
1819,529.0,Si,89.78734977647078,Ni,10.212650223529213,,,,,,,,,,,,,6.3755938298354895
1820,529.0,Si,92.9206042466948,Sr,7.079395753305208,,,,,,,,,,,,,6.54041501520308
1821,529.0,Si,94.50460998097469,In,5.495390019025319,,,,,,,,,,,,,6.201406918161259
1822,529.0,Si,93.18094113908249,Zr,6.81905886091753,,,,,,,,,,,,,6.839730076922762
1823,529.0,Mg,21.544088643453932,Si,78.45591135654605,,,,,,,,,,,,,7.3070100723036555
1824,529.0,Li,49.02528784404606,Si,50.97471215595395,,,,,,,,,,,,,10.03465584783264
1825,529.0,Si,85.41676780426235,K,14.583232195737658,,,,,,,,,,,,,7.626322334011317
1826,529.0,Si,95.21724593609196,Cs,4.782754063908038,,,,,,,,,,,,,5.958037190267935
1827,529.0,Si,89.32347662289196,Fe,10.676523377108026,,,,,,,,,,,,,5.360876134159784
1828,529.0,Na,22.502715457507772,Si,77.49728454249222,,,,,,,,,,,,,8.258229524384246
1829,529.0,Si,88.41362286419563,V,11.586377135804375,,,,,,,,,,,,,6.431948836855681
1830,529.0,Si,87.53694,Ca,9.691139999999999,Ce,2.77192,,,,,,,,,,,10.14885442780952
1831,529.0,Si,88.37808000000001,Zn,5.9977599999999995,Ga,5.62416,,,,,,,,,,,7.0242192911755215
1832,529.0,Si,89.64174000000001,Ga,5.70458,Rb,4.6536800000000005,,,,,,,,,,,6.202962458889513
1833,529.0,Si,93.98719,Ba,3.0366400000000002,Ce,2.97617,,,,,,,,,,,10.113539289491227
1834,529.0,Al,13.5193,Si,82.2127,Rb,4.268,,,,,,,,,,,5.566056892556143
1835,529.0,Al,13.2611,Si,80.64258000000001,Ni,6.0963199999999995,,,,,,,,,,,5.799779699604091
1836,529.0,Al,13.7408,Si,83.55946999999998,Ba,2.6997299999999997,,,,,,,,,,,5.848389873159869
1837,529.0,Si,89.87105,Mn,7.25833,La,2.87062,,,,,,,,,,,9.231309432159144
1838,529.0,Si,88.93948,Ti,8.24419,Ce,2.81633,,,,,,,,,,,11.063582783411473
1839,529.0,Al,13.745,Si,83.58516,La,2.66984,,,,,,,,,,,6.489306120309026
1840,529.0,Na,1.34483,Si,87.71058000000001,Ti,8.25493,W,2.68966,,,,,,,,,12.442662533134191
1841,529.0,Si,87.51581,Ca,9.6888,La,2.7953900000000003,,,,,,,,,,,6.90330491427789
1842,529.0,Si,87.03439999999998,Cr,7.42695,Ga,5.53865,,,,,,,,,,,6.220298206446079
1843,529.0,Na,1.36563,Si,89.06671999999999,Ni,6.83639,W,2.73126,,,,,,,,,10.40170750441113
1844,529.0,Si,89.84137999999999,Mn,7.25593,Ba,2.90269,,,,,,,,,,,8.889323546785777
1845,529.0,Si,86.47822000000002,Mn,6.984310000000001,Ni,6.53747,,,,,,,,,,,8.90617466833143
1846,529.0,Al,13.0807,Si,79.54584999999999,Ti,7.37345,,,,,,,,,,,7.320069984161084
1847,529.0,Al,13.3902,Si,81.42793,Ga,5.18187,,,,,,,,,,,5.742144064221891
1848,529.0,Si,90.94791,Zn,6.17216,Ce,2.87993,,,,,,,,,,,10.106361357382086
1849,529.0,Al,13.3443,Si,81.14856999999998,Zn,5.50713,,,,,,,,,,,6.20860759444083
1850,529.0,Si,94.01966999999999,La,3.00313,Ce,2.9772,,,,,,,,,,,10.053666214673791
1851,529.0,Si,87.36612,Ti,8.098339999999999,Rb,4.53554,,,,,,,,,,,7.912805811871028
1852,529.0,Al,13.1578,Si,80.0143,Cr,6.8279,,,,,,,,,,,5.76184712295357
1853,529.0,Na,1.38056,Si,90.04051,Ga,5.81781,W,2.76112,,,,,,,,,9.489113423433224
1854,529.0,Si,93.96283000000001,Ba,3.03585,La,3.00132,,,,,,,,,,,6.795666008994341
1855,529.0,Si,87.38194,Mn,7.057289999999999,Ga,5.56077,,,,,,,,,,,8.8880556139139
1856,529.0,Si,91.27593,Ga,5.80858,La,2.91549,,,,,,,,,,,6.614172212487113
1857,529.0,Si,92.28669,Rb,4.79099,Ce,2.92232,,,,,,,,,,,9.997540344344822
1858,529.0,Si,91.29890999999999,Ga,5.81004,Ce,2.89105,,,,,,,,,,,10.026441664287123
1859,529.0,Si,92.23194,Rb,4.78814,Ba,2.97992,,,,,,,,,,,6.372061218383244
1860,529.0,Si,86.71536,Cr,7.399719999999999,Zn,5.88492,,,,,,,,,,,6.846313247759067
1861,529.0,Si,87.06035,Mn,7.03132,Zn,5.90833,,,,,,,,,,,8.893461388763972
1862,529.0,Si,86.13781999999998,Cr,7.350439999999999,Ni,6.5117400000000005,,,,,,,,,,,6.39852033148039
1863,529.0,Si,85.59510999999999,Ti,7.9341800000000005,Ni,6.4707099999999995,,,,,,,,,,,8.219576456195682
1864,529.0,Si,87.48768000000001,Ca,9.68568,Ba,2.8266400000000003,,,,,,,,,,,6.822335247148026
1865,529.0,Si,86.48036,Ti,8.01624,Ga,5.5034,,,,,,,,,,,8.123225655673371
1866,529.0,Si,84.88764,Ti,7.8686,Cr,7.243760000000001,,,,,,,,,,,7.864096318947341
1867,529.0,Si,84.84831,Ca,9.39348,Zn,5.75821,,,,,,,,,,,7.277965158292921
1868,529.0,Al,13.2061,Si,80.30793,Mn,6.48597,,,,,,,,,,,7.651911401968822
1869,529.0,Si,88.91767,Ti,8.24216,La,2.84017,,,,,,,,,,,8.064785699887484
1870,529.0,Si,89.47404999999998,Cr,7.63513,Ba,2.89082,,,,,,,,,,,6.260761271044976
